timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-10-17T10:47:39,codecarbon,71c3605a-6726-483b-8f9d-7d4d662a47c6,5.763978481292725,6.864132537615902e-06,0.0011908671345484,0.0,0.0,11.645459175109863,0,0.0,1.85952134202131e-05,1.85952134202131e-05,United States,USA,virginia,,,Linux-5.14.0-1045-oem-x86_64-with-glibc2.31,3.10.4,40,Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,2,1 x Quadro RTX 50001 x Quadro P400,-77.6554,37.431,31.05455780029297,machine,N
2022-10-17T12:57:24,codecarbon,e269d255-bf3e-45fd-9dce-be715b56dc23,5.797283411026001,6.903420344977462e-06,0.0011908026321169104,0.0,0.0,11.645459175109863,0,0.0,1.870164568367784e-05,1.870164568367784e-05,United States,USA,virginia,,,Linux-5.14.0-1045-oem-x86_64-with-glibc2.31,3.10.4,40,Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,2,1 x Quadro RTX 50001 x Quadro P400,-77.6554,37.431,31.05455780029297,machine,N
